currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity,fallDetected,fallPrediction,walkingDeterioration
5,0.16,0.85,0.4,64.93,22.38,10.91,1,0
6,0.05,0.91,0.33,70.25,9.46,3.42,1,0
7,0.4,0.88,0.34,68.55,49.21,24.48,1,0
8,0.28,0.96,0.51,62.15,28.98,16.31,1,0
9,0.15,0.82,0.41,63.22,19.72,10.26,1,0
10,0.38,0.97,0.27,74.67,54.69,21.16,1,0
11,0.23,1.01,0.31,72.77,36.87,13.09,1,0
12,0.13,0.85,0.4,64.93,17.42,8.35,1,0
13,0.35,0.7,0.34,63.69,45.64,26.82,1,1
14,-0.08,0.98,-0.25,104.36,-162.65,-4.57,1,1
15,0.02,0.65,-0.48,126.31,177.18,2.07,1,1
16,-0.54,-0.48,0.79,-31.13,-34.34,-131.48,1,1
17,-0.63,-0.13,0.71,-9.97,-41.67,-101.17,1,0
18,-0.88,-0.01,0.38,-1.17,-66.37,-90.51,1,0
19,-0.81,0.01,0.49,0.91,-58.79,-89.45,1,0
20,-0.81,-0.02,0.5,-1.79,-58.39,-91.1,1,0
21,-0.81,0.01,0.5,0.9,-58.39,-89.45,1,0
22,-0.79,-0.01,0.52,-0.87,-56.84,-90.57,1,0
23,-0.8,0,0.52,0,-56.7,-90,1,0
24,-0.78,-0.02,0.52,-1.71,-56.18,-91.15,1,0
